region,days_to_trend,title_sentiment_score,views
GB,2,0.1732169263509482,519366.4841775336
GB,4,-0.6639715845102732,2365642.0682428903
US,1,0.47374748988836424,387864.46405724954
GB,2,0.7255941550864571,647097.8859895242
US,5,-0.5665203998184487,256220.87097278863
GB,8,-0.8085708889596765,1022974.4619715447
CA,0,-0.9527228279073272,3862333.9679763224
CA,7,0.283943000886532,925061.825810096
IN,1,0.21418807217756153,442877.42860668415
CA,0,0.09339482542814004,1043605.6184754838
IN,1,-0.5361058077680492,131157.84425231066
CA,10,-0.21818800818897066,2195158.4356663064
US,1,0.1889526703723461,699334.1822032346
CA,1,-0.00646628228166124,596655.4119061019
IN,2,0.9755710404297746,881562.7605399605
IN,0,-0.7271204948865337,980253.053151827
GB,0,0.3902891080951876,74481.98725566498
US,0,-0.19136246379141575,1147646.72952438
CA,0,-0.14360077014877048,276981.76589151047
GB,0,0.43519553131635247,1251597.8612695336
CA,0,0.3848723026487393,1728980.713981719
CA,2,0.9825119874043766,1629428.9459954794
GB,0,-0.7432114210917495,804080.9030749026
GB,1,-0.7917807012316673,734323.1800466302
GB,6,0.4486776342574823,154172.6349642509
GB,1,0.1567738340128182,1493194.5076374281
GB,3,-0.45167866688038827,316643.2691086065
CA,0,-0.8411612620220268,686559.7708997226
GB,0,-0.8286835008071389,334457.9966637421
US,0,0.7883817493282366,143672.1949072962
IN,0,-0.6162653505625142,993057.5734759223
GB,0,-0.3532568757689585,55863.75972591637
GB,0,-0.546687195546024,1380889.9279180805
CA,0,-0.2900073883361254,382119.93255389656
GB,0,-0.8611523145078133,134.7020764026737
GB,1,0.03811958181654074,715656.9128044453
GB,0,-0.8647748728155702,47984.99236125218
CA,1,0.6007130156447231,323198.1099097797
GB,1,-0.532575836179134,1227502.425593323
IN,3,0.08002382920902118,64740.80465882678
CA,0,0.7601581751229165,1828455.5642147863
IN,4,0.30175473809438835,3827.237196396057
CA,2,0.0659155731026706,283456.1730914955
GB,0,-0.3513324937692488,1350556.8463111043
IN,5,-0.33399617388360414,380192.3951197497
CA,7,0.33897391039638025,107465.38274379351
US,0,0.9882787224423351,446652.667564808
GB,0,0.32367837969875723,315249.638488756
CA,4,0.1155668347400498,1849676.137137029
US,3,0.4613010204784922,375927.54529383976
CA,0,-0.0695887754325637,1555577.1577313507
US,0,-0.8797153147984296,2224440.9077040283
GB,1,0.12459363175581961,568838.6725432964
IN,1,0.9152505690107604,2407314.0731611964
US,2,-0.6493941152846807,473719.41055951605
CA,1,0.3800097816413315,3326416.952168716
GB,1,-0.598132622681887,93530.2418123615
US,3,0.07165536894616253,1161613.6446599883
CA,0,-0.8066471007065608,680851.1682311532
CA,0,-0.09925812748362972,490449.3137625131
CA,3,0.5123266577904921,1001608.6674053278
US,6,-0.30485695152203585,1216913.1426351243
US,2,0.32982344897443605,4372.816491746413
US,2,0.5908999215794584,182665.322371209
IN,0,0.8543556389589053,1248433.5312686663
US,1,-0.5307158362890929,1097768.8851674723
US,2,-0.20136816838138372,3382792.9410405415
US,0,-0.6951679733391651,1431449.8577567404
IN,0,0.9849670043167504,3011307.088376879
US,1,0.8540019358485906,1212477.2028770873
CA,0,0.07991426056111917,353896.2490032648
US,1,0.6840665887528425,111339.37821203591
CA,0,0.041915954544084366,1522452.5761144806
CA,1,0.24717137600551942,1033243.797452025
CA,0,-0.8217511357679668,49385.654451541996
IN,6,0.5105408409936159,446365.95870775706
IN,2,-0.7445730327295303,3141910.5125441146
IN,3,0.6521352605050568,693949.7939883504
US,4,0.5640561753407718,566918.3750725491
CA,1,0.4174893954859529,611935.1970499989
IN,0,-0.9276792389504758,234309.0592525958
IN,2,-0.3937432881093428,459985.4525591702
US,2,-0.47377486017831427,461739.08445203735
IN,3,-0.2797271850569618,53775.34073609781
US,1,-0.8247145064723229,1459155.9716130497
GB,0,0.8739156460621256,538718.4226637698
IN,0,0.10760448142475254,1726982.8397828978
GB,1,-0.3889513786839529,1899442.6877388572
US,2,-0.20603696585143316,238249.64435406248
CA,2,-0.10559491899032869,1071055.9234713095
IN,1,0.2011886667212346,639192.8577607432
US,12,0.031358855392995544,2121570.53930236
CA,2,0.8387839464288347,243015.54696629723
CA,0,-0.006073034188339488,1132623.7783834448
GB,0,0.9843160296466253,935861.2978430901
US,0,0.7028499154901915,349985.195390159
CA,0,-0.5829789712853284,146878.24248068754
IN,0,0.8611904292878325,1054518.1635854284
IN,0,-0.7672672042290478,1341693.753785471
GB,0,0.6348994169823832,379252.69066017674
CA,0,-0.23875341304683984,1035166.0626804981
US,6,0.755948640890139,502743.22058136744
IN,0,0.7361133802149007,1248994.1708327506
CA,2,0.6118508002352423,222163.125706071
CA,1,0.5800608726141228,2209231.3952729916
GB,11,-0.39064172180391843,338848.4927346188
IN,0,-0.8381614338974956,458527.3151883389
IN,1,-0.1940396424696771,59847.622843706085
US,9,-0.6529509700269827,118234.37635671136
IN,5,0.3899021778049234,725385.0879884061
US,4,-0.30780054692442893,311418.4672257246
IN,0,0.9512204017198298,1804724.5077470061
GB,0,0.28194415469066403,14802.405694441706
IN,3,0.6449611272687219,476575.65565470717
US,7,-0.7349506545163031,411501.611341643
US,2,0.7240289645452451,19516.851669877113
GB,2,0.8455143810267887,132809.8233045887
IN,0,-0.025876162362128197,533825.9054757454
IN,4,0.21250587550195488,678977.219233992
GB,0,0.5296196018059909,518000.88323972194
IN,1,-0.6503227454791749,757019.6375133225
IN,1,0.005132152926884848,904193.3879635168
US,1,-0.2026739444553738,9973.390458152717
IN,0,-0.7072520156755018,623798.6699666189
IN,0,-0.2649311554169371,3310422.221009638
GB,2,-0.8636553812290129,731955.1215848256
GB,0,-0.948376186101026,1131783.2132238965
CA,2,-0.7296674216903545,373768.57968988037
US,0,0.9262302231783477,1487182.1306709975
IN,1,0.09905907179003393,1482459.42648968
IN,2,0.9316443223064399,736672.9262027566
CA,0,-0.13500424333973604,3730277.5845358446
IN,1,-0.37636773382948085,134160.4072843749
US,0,0.012283725680488189,17092.9200584672
CA,0,-0.12097662273417975,1470364.0839597827
US,12,-0.7886706314765122,1645871.3080659462
CA,1,0.28165262938041247,128068.88687847066
CA,4,-0.5679236349808008,308678.06434803485
GB,0,0.23917590979565917,17708.232706465
US,3,0.30040218479630676,347161.2158516566
IN,4,-0.6959502937427038,1483430.452128112
IN,2,-0.8773007457786637,729729.27557207
US,1,0.5615231721368796,427857.3430933416
IN,1,-0.08039915246135965,464800.0631593654
IN,1,-0.8836724089890484,1354.5426943478146
US,7,0.9897326343395343,356390.02391120704
CA,4,-0.8844388780072667,1039755.0865605174
US,9,0.39007045771710636,3657165.4542851797
CA,0,0.9673578505268272,1877714.9986246913
IN,3,-0.5216397915681488,23877.7834155165
IN,7,-0.7155012626256076,2288293.749222259
IN,0,-0.7572301211551422,1528772.6907101525
GB,0,-0.3934497048648089,1515838.8483489996
CA,3,-0.7979083779787066,612481.4528564459
GB,2,0.3843226833882638,507506.6259951957
GB,5,-0.8754164037398746,360848.96998231305
US,0,0.01884425629957942,67952.19063427087
GB,4,0.9933937077059536,259075.6504330275
US,0,0.6279405390120376,283163.8085009333
US,0,0.23043887646202177,661797.884559367
GB,0,-0.38749275842677666,1376123.8826067157
CA,4,0.24779167258327695,642092.5886156549
CA,3,0.05408292782330326,59584.89006248408
CA,2,-0.14783323221925704,3165093.4043967566
CA,1,-0.738579246519601,2859879.1623520437
CA,5,0.7732084304809335,1537999.2357279176
GB,1,-0.10043070235735496,4747644.483359943
GB,4,-0.6107549763584699,786320.7766462897
IN,1,-0.26448129824542077,3290596.0797829
CA,1,-0.17174049494214594,78615.85344916982
GB,1,0.6550757911337486,455202.89964627684
IN,1,0.4672287611228041,255384.32939859107
CA,3,0.5386097872826796,217948.4245523082
US,1,-0.9779374711427056,151756.987371085
IN,0,-0.16769200364047698,973955.972391981
GB,6,-0.03731169672935275,1520154.2911231597
US,1,-0.9616154463538866,863457.3226958268
US,2,-0.48037358250993156,158952.01566782515
US,6,0.52057964624427,1666663.3458146541
IN,2,-0.7257805885420019,1010476.988217397
GB,0,0.0706202629051833,491293.79477778083
US,7,-0.569596255965525,1121257.657067068
CA,2,-0.9757584507122135,300976.69459871715
US,1,-0.517597084800917,423413.5344939628
US,0,0.9517475098201076,2494785.4019627045
IN,4,0.6030742237659792,343201.132890464
IN,2,0.9191532886420668,634856.1371298942
GB,2,-0.024291912147275108,2208558.8042617505
CA,6,-0.780527602644993,1230047.6518437322
IN,4,0.09591897794738591,64222.01247407275
US,0,-0.09124533088007825,159351.06340465578
GB,1,0.6887141654792319,7872.4977239736145
US,0,-0.8038348384315108,996746.7068014914
US,3,-0.023517725956443636,593615.7870102337
IN,0,-0.6999026706120315,144187.8005901035
GB,2,-0.35064814621988005,3168518.3433152223
CA,4,0.4747141547755993,754298.8546284627
CA,5,-0.04796374126246694,276931.13030920475
IN,1,-0.24822342970846134,694355.0520525156
IN,4,-0.21104744285992938,1138248.5262732562
GB,0,-0.08110646318802672,79302.1347700508
CA,5,0.5700330876741138,321175.17658509285
CA,0,0.7841693778804688,1644886.302350852
CA,1,0.9106693730078566,615565.7215573472
US,4,0.5738067725105902,790930.1276058035
CA,0,-0.36918620850397454,567071.5168023113
US,0,0.3762694121730843,44892.70890015703
GB,3,-0.12479375188921615,181221.89742519366
US,3,-0.49065875590789765,589763.5674222761
GB,2,0.6817431588518452,234691.808249024
CA,3,-0.92314730207535,51271.219536126846
CA,2,0.803523984270847,1855656.0463874307
GB,0,-0.07704507075053169,3973501.10319524
IN,1,0.27440295361656086,1575726.9365677424
GB,0,0.3187078444115654,1922676.6022694781
IN,6,0.7902354814130728,277041.72270921135
US,2,0.27333936433441464,3234674.354858788
US,1,0.22786716952012354,219308.04684137824
US,1,-0.8666959188786201,3024745.318202052
CA,8,0.03681604389040816,5262813.931989295
US,0,-0.6996619983659167,1243832.781684682
IN,2,0.47486753744297117,3970909.889426446
US,1,0.02444384162534896,842900.3625594062
GB,2,0.3604555584167066,300486.0724923195
GB,0,-0.9166541987952315,574468.3429928096
CA,5,-0.8304159679083936,900321.2637616178
GB,7,0.4326467761253645,75889.70221384388
IN,2,-0.8558313280026533,973769.603394951
US,3,-0.8574865444694828,3972720.207875388
CA,7,-0.9757830495302251,210853.9411153337
US,3,0.9130027965989602,1573082.436156245
US,0,0.4750167189180139,2384867.2389512574
IN,2,-0.2934971829958717,2877089.035892496
GB,2,-0.40692883742468955,3222271.6944481987
GB,1,-0.3005935405083009,737014.7220569544
US,3,0.5493070623623637,3785738.784859356
CA,7,0.3227412221408288,1415971.2237241736
GB,7,-0.6296088642650641,176345.17448085625
CA,1,-0.6517813293318313,647982.8321383203
GB,0,-0.8032087005732054,1267023.278921252
CA,11,0.3206054394026763,284142.09997979586
IN,5,0.5287453244434719,1023361.5524613529
CA,0,-0.46990714334999195,1098413.7455189629
IN,7,-0.9581100779381744,177572.54379850958
IN,5,-0.8356566650471453,832605.3877086579
CA,2,0.9357200696900609,1476774.6320413959
IN,2,-0.4091104450451595,690940.945159936
US,1,0.5384462956762672,12176.955887700333
IN,0,0.24932713770852755,9079.563850904286
GB,1,-0.2361207206942082,441656.19182010676
CA,4,-0.5886254756088898,2606316.177052402
US,0,-0.7572271636811871,259647.77096391693
CA,1,0.23002593607773325,1006116.12505522
GB,1,0.549267561275576,251126.2797305097
GB,2,0.28780850708226136,388121.3685465557
GB,7,0.06060426649831663,1884151.7017541253
IN,1,-0.9160975531367275,1305125.3056263973
IN,1,0.9369775551887676,100261.62303666899
CA,3,0.5974283833091492,559844.3507801786
CA,1,-0.4143559265980705,29603.659802252136
US,0,0.9599406587177013,655639.7546358057
US,1,0.2037631792726442,1085994.2668955456
CA,0,0.16484531641449296,126133.25343695842
IN,0,0.4961463588590642,340921.03232703445
GB,1,0.6235395761802751,507226.48428285035
CA,1,0.3129572146630053,2519883.56829711
US,6,-0.7438085072676,4998956.075902351
IN,1,-0.3234649880110032,45951.06218168274
CA,2,0.8561672806520995,1431324.8803005745
CA,2,-0.5507687763122961,464775.82430548896
IN,0,-0.25566595232497336,498334.2768841731
CA,3,-0.135846234111608,1403501.4509953419
IN,0,-0.12119002061109563,2506249.9928371725
GB,9,0.22587916498905103,3014478.786587206
IN,0,0.8861516754894152,860672.9434454638
IN,1,-0.5186145763349901,441799.000649414
IN,0,-0.7569972473981639,1549044.3095770988
CA,1,0.773849800418539,830282.8409517736
IN,2,0.291621625310412,444068.41187665355
CA,0,-0.42818642152167974,1068949.822987794
US,3,0.6318938779372345,274961.86888850963
US,0,0.7227399927268721,212689.5672844426
CA,6,0.6930286773805561,2503955.9817896867
CA,0,0.8378530672791089,107366.61870379178
IN,0,-0.49551795965327683,705134.5584098176
GB,0,0.5100838574925566,249555.26889052513
CA,1,-0.07892100545171998,39707.99371386665
US,2,0.6839971057801231,36683.5056113271
IN,0,0.4569813543232264,192640.74345832685
CA,4,0.5528948929994493,2015680.9818707227
US,1,0.312323675362143,331952.70666804945
US,2,-0.6451424610605863,3004958.11253576
GB,1,0.09005383779387666,871370.6491738637
IN,1,0.9693394790490164,573790.6098150876
IN,2,0.8747761329942378,867712.1011941032
GB,0,-0.9136525284059767,727114.3589950866
GB,0,-0.6703703685411257,1422030.3685493483
IN,5,-0.7365424530908762,331976.84839872643
IN,8,0.451959819970591,435486.8725226266
CA,1,0.6355706597138902,2245206.2273805207
CA,0,-0.5729772673786562,2927261.1169441505
GB,2,0.011705385903657994,2230806.229197307
CA,1,0.6814060560224,543775.893497494
US,0,0.4656030895325012,1515790.4915515273
CA,0,0.08447441098369657,646904.5124116817
CA,3,0.18069538091754578,688238.9499473695
US,3,0.01672109383255993,229010.8667160451
GB,0,-0.40490309736235885,894358.7635739942
US,0,0.13004398571803222,205961.87747433077
CA,0,0.3777706041001814,402815.6695729184
GB,3,0.7466458317216154,1931229.845290355
CA,0,0.27258270795849615,232027.65991310307
US,0,0.522243074086316,73816.93700302628
US,4,-0.679856730090854,71504.15706895464
CA,0,-0.07688505116042021,2826572.293283546
IN,2,-0.9813367603458134,707084.7345157996
IN,0,-0.506642270956754,526636.7498016638
US,0,0.45292343022600967,1665366.041661833
US,0,0.9836199026987269,1806827.9988809696
IN,3,-0.8016438008255682,403753.1240628876
IN,5,-0.1970113682774235,1182922.7771663489
CA,4,0.600141937398319,1474569.733059262
CA,1,-0.5919287307422023,1063198.8723472205
IN,3,0.11016989860457249,164397.2510280493
CA,0,0.4661425920593496,2086531.282741948
CA,0,0.23197090052035807,774562.3605709238
GB,6,-0.6239505307691677,331943.9019404437
CA,0,-0.28923086262852116,553782.1611877681
US,0,0.5675835689707944,38295.07570270228
CA,0,0.10845302826403325,136813.115846664
CA,0,-0.9895407729141745,1450499.0735121404
IN,0,0.5219815200561877,11.634823050432324
US,2,-0.9293772901195219,538823.650213271
CA,1,0.4914675654624643,739212.4409338731
CA,6,-0.5950388796695252,56183.56915649692
GB,4,0.9161469602387604,3614817.5362787754
CA,1,-0.26411849739583104,256345.3451831128
CA,0,-0.3461367673238418,362691.1761341702
GB,1,-0.7022238993351106,362323.02472395863
IN,2,-0.38879156901957024,261906.03022539467
CA,0,0.7533015236564011,1474.909230385058
GB,2,0.9926686752544946,1306909.5710746874
US,1,-0.2633809389863033,3406576.818902749
IN,2,-0.10277873809091487,253981.030444211
US,1,0.4441418764054741,1087812.3934605871
US,0,0.772391560930149,1354393.9412806241
GB,8,0.1860886683735683,1886677.2280370349
CA,4,-0.21694860364434132,549270.5793872256
GB,0,-0.1747563183027525,360870.7420593492
GB,5,0.39123629299361373,393479.9193146354
GB,1,-0.9935634727914426,1246954.5359924233
GB,6,0.23917867491968137,1697064.750630053
IN,4,-0.2890139791172852,200421.13164163983
CA,1,0.5883946625541685,463530.2399667804
US,0,-0.8140187203537357,2322177.7491770326
US,0,0.176404533896781,1643478.3687293709
CA,2,-0.03805422022775251,4190309.538682376
US,2,0.2846510518104548,1403433.438320041
CA,0,-0.8702928110340633,499548.1228836644
US,0,0.15996757485626256,893155.023299958
GB,5,0.12296917591904744,1081797.2204129242
US,11,0.12132018883234186,81704.55545483112
CA,2,0.20697533319290962,786352.8863524105
CA,0,0.35293587445272445,1235535.1233568278
CA,0,0.6099779993615395,183107.4303129447
CA,0,-0.4603585597435713,1517003.3059741117
CA,6,0.6500988203601241,876523.9671469429
IN,0,-0.0034886354730927494,3041185.511110514
IN,2,-0.8458834417313377,43348.41052211251
US,0,-0.8828981415120416,308328.602809438
CA,2,-0.3315233626078784,920182.9951622437
US,2,0.5697939542229351,351772.5691046352
CA,4,0.4153618694818315,1253247.660188759
CA,0,0.5772299293448129,1422980.2649098476
IN,0,0.03453811288321873,108159.94603859408
IN,0,-0.11960200408901889,721247.2435450759
GB,6,-0.7050949465874321,711088.2749898155
IN,5,-0.3436144927813769,460894.47618725675
GB,2,-0.13196126765224947,2701941.8337671757
GB,2,-0.8227991406407655,1757394.6801280817
GB,3,-0.5587760945775775,1194713.7417483798
GB,0,0.19645058812747762,1252906.2038255497
GB,6,0.4713262284783797,619369.2442292758
US,1,0.9966950227858993,2538238.0757120377
IN,1,0.8662266626871153,1186117.913334209
GB,2,0.28513039907038307,1305566.577355283
CA,0,-0.157503893411856,1978264.270871572
IN,0,0.27235472941646544,320303.87692877447
IN,3,0.571303236160464,1645432.535124599
GB,0,-0.7633276181532254,217211.93189903325
US,2,-0.1801902206074235,423642.2441660145
GB,0,0.6796045712712344,408886.63627022784
US,1,-0.23233409613391198,3840887.6222526156
CA,0,0.14374454245437307,1941679.6763724424
IN,1,0.17553872172439644,1207879.965984888
CA,3,-0.6310474937327213,1298491.4234202143
US,0,-0.27552911669542324,825702.579684131
US,2,-0.3309774225161357,2939175.5305092013
CA,1,-0.9476065829358704,685692.5413210558
US,3,-0.9516164722172895,478871.1656821709
CA,7,0.6633940873515469,177973.4279401517
IN,3,-0.4538583800543752,1542740.7178831198
CA,0,0.03615753247763087,1325929.2819722025
IN,0,-0.4025488528224539,485084.84284908423
CA,0,0.881358490230681,25516.200954391075
US,2,-0.4814064822684525,1826334.3161106415
CA,0,-0.14068637452212984,11483.669104263554
US,1,0.7454605009692037,1216382.080660238
CA,2,0.6838671335836173,3515165.157939812
CA,1,-0.6277971643074454,575650.9916369589
GB,4,0.6052866195914208,267844.6810487069
US,0,-0.0836262265242147,1220342.764119798
GB,0,-0.03406225582928957,1698969.6010093254
US,3,-0.7330400551681124,790606.3631889005
GB,1,-0.8387969724857507,3412317.236403083
IN,3,0.4558786139475304,53051.38804256164
CA,1,-0.0070776952894004985,702784.6689285737
US,0,-0.1262985947696409,1267459.2473497782
US,4,0.45901645730479346,1985153.492430679
CA,4,0.5310257979822195,197543.56015995488
US,3,-0.6821836646612929,1609455.3214040427
US,0,0.22045029895528256,804541.5873998299
GB,2,-0.7292918354446289,505098.1935027793
US,1,0.5027501720580914,141235.31011449272
IN,0,0.31391031253427903,2004673.7106042549
IN,6,0.9132292421669159,171112.463876311
CA,0,-0.8620839672871576,370756.2782224325
US,8,-0.8858905576974914,342554.44052772084
CA,1,-0.4356258506135997,2051157.60370031
IN,0,-0.47658863252818806,1116887.2457261295
US,2,-0.5060424018560004,1592981.0583106407
US,5,0.8125091610420734,288306.13219322625
CA,3,-0.5009076003009878,980493.5749765662
IN,4,-0.456100547742738,848038.762122536
US,3,0.5187965248359274,1788746.2741929174
CA,3,-0.10052031509892001,2365387.101210074
IN,5,0.5534211139103624,12231.26940897125
CA,0,-0.8692676848712295,1120919.000889536
GB,1,-0.024857612653231387,53227.58404622274
US,0,-0.9327727996334347,795974.6073698896
GB,12,-0.874693593089291,339161.670569886
IN,8,0.8128749066888219,366402.96452946187
GB,0,-0.7215092577648097,435344.84967911715
GB,3,0.06484136455043421,970991.0051382612
IN,7,-0.1778087947985869,406540.634782834
CA,0,-0.30531334748231465,1319380.1039927686
GB,2,0.7996666913745449,518399.8787738292
CA,6,-0.956353206449021,70801.5064135888
GB,0,0.3275793723511782,1531365.6485833335
CA,3,0.9267888684271008,336533.8929517138
IN,0,0.12033636692368388,566984.9126609429
GB,7,0.8736449240661837,1156592.7870318259
IN,9,-0.8954842414279525,404150.2086904978
GB,8,-0.1624133618516772,58249.70382389809
IN,1,-0.4796844180758977,468278.79285214737
IN,5,0.4616419299614596,2890446.2491680323
GB,5,0.9625941809944933,1026480.6606711121
GB,1,-0.4869398751115044,1113154.9686950415
GB,4,0.30834920294814894,1000439.3567361385
US,0,-0.6038047344805197,221884.51792877258
CA,2,0.1306605091432198,541858.6455108923
US,0,-0.0721350266233276,1390060.638098674
US,0,0.9440106592630741,106887.12205436364
IN,0,0.21705454539293312,325526.249643295
GB,3,-0.30098725582636243,323404.741308102
CA,1,-0.7718084302241333,565667.1840459809
IN,3,-0.6975063425301309,3930632.133279656
US,0,-0.5493661400975298,69888.858496123
GB,1,-0.498066677319404,731266.5687059473
IN,2,0.7012321156822756,197676.4606755113
GB,4,0.12244557656504984,3529367.585225774
IN,1,0.04678182274873288,120252.5251555425
GB,2,-0.7704622562615651,516845.37677973876
US,6,0.7202793866988699,1338971.8823677083
CA,2,0.44562860641696744,1219270.648703156
US,0,-0.8646632761999968,549442.8230199097
CA,0,0.41567019445953735,425449.7289318204
GB,5,0.08707643468529214,506854.15143412596
IN,0,-0.8365493085064435,306900.58827003936
US,5,-0.08339871694268708,229832.0428713375
CA,2,-0.030607425739906047,659789.1918683802
US,7,-0.6684509196734485,312704.2059539351
CA,4,0.8913962940005646,338921.5646337138
CA,1,0.33804467465821664,3458953.5693063154
CA,4,-0.0754088779987856,925425.3269426674
GB,1,-0.17646891683098298,80103.79885994509
CA,1,0.30194693430190833,78592.67448855107
GB,2,0.09086373881381093,3024609.65743243
CA,5,-0.8754537882362288,352812.11471835943
IN,11,0.025005297540663385,96584.67632080677
IN,4,0.612807234465679,913905.0477588241
IN,1,-0.08152024480608389,977232.4713005839
CA,1,-0.8960868448914632,1045559.2808231318
GB,3,0.5725563987680662,311158.196669566
GB,0,-0.5972724357280512,15226.013884891114
CA,0,-0.48275833022392245,3352846.441207963
IN,1,-0.6705872931354082,288873.50951926585
IN,0,-0.3395698702570049,1127092.9024461608
GB,0,0.5135030113772701,1226320.2244500762
IN,0,0.03877171900787468,941627.5581918198
US,0,-0.5902374516985749,375286.1984840892
GB,0,0.7556601563040817,316213.591032566
IN,12,0.7591637099030584,910478.363220359
GB,1,0.7411568500920138,2010629.4174939902
US,1,-0.5224075772369214,2932451.960942563
GB,3,-0.0975213116380238,111944.14515742713
GB,0,0.9699793122817502,168215.84686309702
GB,8,0.5440249526199807,2895638.259698919
GB,4,-0.9456651575488804,1333835.6138087227
US,0,-0.8695908174790159,2145528.566344447
CA,1,-0.07213724637533447,226439.77054999207
GB,5,0.8184404117231203,885727.267264709
GB,8,0.07740359590542845,1207778.6855710812
IN,1,-0.0043749839314195516,1139783.9863491775
GB,2,-0.7890526000867388,524504.9115039434
IN,0,0.3135602094485881,15514.623464414974
CA,13,0.644206321200451,874491.7510906713
US,0,-0.23915998498487534,291826.03237851453
US,8,0.551223701850655,598299.3733477003
CA,2,0.9289533078016232,3160159.2595005436
US,2,-0.5924670817446218,509219.1109697122
CA,2,0.04665926238948259,1831342.2735144417
CA,0,-0.4257240838308489,208920.93117129654
CA,0,0.5857088380676787,1116146.6144629726
US,0,0.155186731762315,3772563.4756856645
IN,0,0.2691648351006075,107466.17642062763
CA,4,0.5958283192317881,8354.746125244857
GB,1,-0.20805905467509023,568424.3568250688
US,0,0.8301801368140864,97199.99573860998
CA,9,0.06605773449227992,1379852.552895761
CA,6,-0.684090354329304,2459808.232896316
GB,7,0.3917982363376049,569198.2557212377
IN,14,0.5865227008765088,299365.58249531925
IN,0,-0.36647664586494666,569874.0325333455
IN,1,0.7143585139975059,1285355.7519560594
CA,3,0.8122865095315328,9095.39960722861
CA,3,-0.44619102524438214,890267.272289478
CA,0,0.9670429454304441,950084.5778521458
US,4,-0.7185769439024832,1015250.2413531679
GB,0,-0.5959686631950201,277101.0230264016
CA,0,-0.6315503215239477,1251947.8326323365
GB,2,0.7879794200157408,95840.955605836
GB,2,0.3085851046499237,222231.88758939842
IN,2,-0.6957914335554543,2099399.761780521
US,0,-0.11935316326330203,1342174.7086453293
CA,5,0.23059605013960405,13840.898858926483
IN,0,-0.8330718300212334,285519.4264836808
IN,0,0.7648327368146774,241315.77425847264
CA,6,0.6072070708830704,315815.9142692778
GB,8,0.01041354715327647,284433.71445712243
IN,5,0.9342532305183409,64566.5703233147
GB,4,-0.1644780414498006,614226.0553421355
US,2,0.9682206380729956,1319508.8966992705
GB,2,0.33583999760725414,933263.2656949174
US,0,0.2693425465078829,1117402.734303147
